FIPS_Code,State,Area_Name,Annual_Salary
18077,IN,"Jefferson County, IN",0
18079,IN,"Jennings County, IN",0
18081,IN,"Johnson County, IN",0
18083,IN,"Knox County, IN",0
18085,IN,"Kosciusko County, IN",0
18087,IN,"LaGrange County, IN",0
18089,IN,"Lake County, IN",0
18091,IN,"LaPorte County, IN",0
18093,IN,"Lawrence County, IN",0
18095,IN,"Madison County, IN",0
18097,IN,"Marion County, IN",0
18099,IN,"Marshall County, IN",0
18101,IN,"Martin County, IN",0
18103,IN,"Miami County, IN",0
18105,IN,"Monroe County, IN",0
18107,IN,"Montgomery County, IN",0
18109,IN,"Morgan County, IN",0
18111,IN,"Newton County, IN",0
18113,IN,"Noble County, IN",0
18115,IN,"Ohio County, IN",0
18117,IN,"Orange County, IN",0
18119,IN,"Owen County, IN",0
18121,IN,"Parke County, IN",0
18123,IN,"Perry County, IN",0
18125,IN,"Pike County, IN",0
18127,IN,"Porter County, IN",0
18129,IN,"Posey County, IN",0
18131,IN,"Pulaski County, IN",0
18133,IN,"Putnam County, IN",0
18135,IN,"Randolph County, IN",0
18137,IN,"Ripley County, IN",0
18139,IN,"Rush County, IN",0
18141,IN,"St. Joseph County, IN",0
18143,IN,"Scott County, IN",0
18145,IN,"Shelby County, IN",0
18147,IN,"Spencer County, IN",0
18149,IN,"Starke County, IN",0
18151,IN,"Steuben County, IN",0
18153,IN,"Sullivan County, IN",0
18155,IN,"Switzerland County, IN",0
18157,IN,"Tippecanoe County, IN",0
18159,IN,"Tipton County, IN",0
18161,IN,"Union County, IN",0
18163,IN,"Vanderburgh County, IN",0
18165,IN,"Vermillion County, IN",0
18167,IN,"Vigo County, IN",0
18169,IN,"Wabash County, IN",0
18171,IN,"Warren County, IN",0
18173,IN,"Warrick County, IN",0
18175,IN,"Washington County, IN",0
18177,IN,"Wayne County, IN",0
18179,IN,"Wells County, IN",0
18181,IN,"White County, IN",0
18183,IN,"Whitley County, IN",0
19000,IA,Iowa,0
19001,IA,"Adair County, IA",0
19003,IA,"Adams County, IA",0
19005,IA,"Allamakee County, IA",0
19007,IA,"Appanoose County, IA",0
19009,IA,"Audubon County, IA",0
19011,IA,"Benton County, IA",0
19013,IA,"Black Hawk County, IA",0
19015,IA,"Boone County, IA",0
19017,IA,"Bremer County, IA",0
19019,IA,"Buchanan County, IA",0
19021,IA,"Buena Vista County, IA",0
19023,IA,"Butler County, IA",0
19025,IA,"Calhoun County, IA",0
19027,IA,"Carroll County, IA",0
19029,IA,"Cass County, IA",0
19031,IA,"Cedar County, IA",0
19033,IA,"Cerro Gordo County, IA",0
19035,IA,"Cherokee County, IA",0
19037,IA,"Chickasaw County, IA",0
19039,IA,"Clarke County, IA",0
19041,IA,"Clay County, IA",0
19043,IA,"Clayton County, IA",0
19045,IA,"Clinton County, IA",0
19047,IA,"Crawford County, IA",0
19049,IA,"Dallas County, IA",0
19051,IA,"Davis County, IA",0
19053,IA,"Decatur County, IA",0
19055,IA,"Delaware County, IA",0
19057,IA,"Des Moines County, IA",0
19059,IA,"Dickinson County, IA",0
19061,IA,"Dubuque County, IA",0
19063,IA,"Emmet County, IA",0
19065,IA,"Fayette County, IA",0
19067,IA,"Floyd County, IA",0
19069,IA,"Franklin County, IA",0
19071,IA,"Fremont County, IA",0
19073,IA,"Greene County, IA",0
19075,IA,"Grundy County, IA",0
19077,IA,"Guthrie County, IA",0
19079,IA,"Hamilton County, IA",0
19081,IA,"Hancock County, IA",0
19083,IA,"Hardin County, IA",0
19085,IA,"Harrison County, IA",0
19087,IA,"Henry County, IA",0
19089,IA,"Howard County, IA",0
19091,IA,"Humboldt County, IA",0
19093,IA,"Ida County, IA",0
19095,IA,"Iowa County, IA",0
19097,IA,"Jackson County, IA",0
19099,IA,"Jasper County, IA",0
19101,IA,"Jefferson County, IA",0
19103,IA,"Johnson County, IA",0
19105,IA,"Jones County, IA",0
19107,IA,"Keokuk County, IA",0
19109,IA,"Kossuth County, IA",0
19111,IA,"Lee County, IA",0
19113,IA,"Linn County, IA",0
19115,IA,"Louisa County, IA",0
19117,IA,"Lucas County, IA",0
19119,IA,"Lyon County, IA",0
19121,IA,"Madison County, IA",0
19123,IA,"Mahaska County, IA",0
19125,IA,"Marion County, IA",0
19127,IA,"Marshall County, IA",0
19129,IA,"Mills County, IA",0
19131,IA,"Mitchell County, IA",0
19133,IA,"Monona County, IA",0
19135,IA,"Monroe County, IA",0
19137,IA,"Montgomery County, IA",0
19139,IA,"Muscatine County, IA",0
19141,IA,"O'Brien County, IA",0
19143,IA,"Osceola County, IA",0
19145,IA,"Page County, IA",0
19147,IA,"Palo Alto County, IA",0
19149,IA,"Plymouth County, IA",0
19151,IA,"Pocahontas County, IA",0
19153,IA,"Polk County, IA",0
19155,IA,"Pottawattamie County, IA",0
19157,IA,"Poweshiek County, IA",0
19159,IA,"Ringgold County, IA",0
19161,IA,"Sac County, IA",0
19163,IA,"Scott County, IA",0
19165,IA,"Shelby County, IA",0
19167,IA,"Sioux County, IA",0
19169,IA,"Story County, IA",0
19171,IA,"Tama County, IA",0
19173,IA,"Taylor County, IA",0
19175,IA,"Union County, IA",0
19177,IA,"Van Buren County, IA",0
19179,IA,"Wapello County, IA",0
19181,IA,"Warren County, IA",0
19183,IA,"Washington County, IA",0
19185,IA,"Wayne County, IA",0
19187,IA,"Webster County, IA",0
19189,IA,"Winnebago County, IA",0
19191,IA,"Winneshiek County, IA",0
19193,IA,"Woodbury County, IA",0
19195,IA,"Worth County, IA",0
19197,IA,"Wright County, IA",0
20000,KS,Kansas,0
20001,KS,"Allen County, KS",0
20003,KS,"Anderson County, KS",0
20005,KS,"Atchison County, KS",0
20007,KS,"Barber County, KS",0
20009,KS,"Barton County, KS",0
20011,KS,"Bourbon County, KS",0
20013,KS,"Brown County, KS",0
20015,KS,"Butler County, KS",0
20017,KS,"Chase County, KS",0
20019,KS,"Chautauqua County, KS",0
20021,KS,"Cherokee County, KS",0
20023,KS,"Cheyenne County, KS",0
20025,KS,"Clark County, KS",0
20027,KS,"Clay County, KS",0
20029,KS,"Cloud County, KS",0
20031,KS,"Coffey County, KS",0
20033,KS,"Comanche County, KS",0
20035,KS,"Cowley County, KS",0
20037,KS,"Crawford County, KS",0
20039,KS,"Decatur County, KS",0
20041,KS,"Dickinson County, KS",0
20043,KS,"Doniphan County, KS",0
20045,KS,"Douglas County, KS",0
20047,KS,"Edwards County, KS",0
20049,KS,"Elk County, KS",0
20051,KS,"Ellis County, KS",0
20053,KS,"Ellsworth County, KS",0
20055,KS,"Finney County, KS",0
20057,KS,"Ford County, KS",0
20059,KS,"Franklin County, KS",0
20061,KS,"Geary County, KS",0
20063,KS,"Gove County, KS",0
20065,KS,"Graham County, KS",0
20067,KS,"Grant County, KS",0
20069,KS,"Gray County, KS",0
20071,KS,"Greeley County, KS",0
20073,KS,"Greenwood County, KS",0
20075,KS,"Hamilton County, KS",0
20077,KS,"Harper County, KS",0
20079,KS,"Harvey County, KS",0
20081,KS,"Haskell County, KS",0
20083,KS,"Hodgeman County, KS",0
20085,KS,"Jackson County, KS",0
20087,KS,"Jefferson County, KS",0
20089,KS,"Jewell County, KS",0
20091,KS,"Johnson County, KS",0
20093,KS,"Kearny County, KS",0
20095,KS,"Kingman County, KS",0
20097,KS,"Kiowa County, KS",0
20099,KS,"Labette County, KS",0
20101,KS,"Lane County, KS",0
20103,KS,"Leavenworth County, KS",0
20105,KS,"Lincoln County, KS",0
20107,KS,"Linn County, KS",0
20109,KS,"Logan County, KS",0
20111,KS,"Lyon County, KS",0
20113,KS,"McPherson County, KS",0
20115,KS,"Marion County, KS",0
20117,KS,"Marshall County, KS",0
20119,KS,"Meade County, KS",0
20121,KS,"Miami County, KS",0
20123,KS,"Mitchell County, KS",0
20125,KS,"Montgomery County, KS",0
20127,KS,"Morris County, KS",0
20129,KS,"Morton County, KS",0
20131,KS,"Nemaha County, KS",0
20133,KS,"Neosho County, KS",0
20135,KS,"Ness County, KS",0
20137,KS,"Norton County, KS",0
20139,KS,"Osage County, KS",0
20141,KS,"Osborne County, KS",0
20143,KS,"Ottawa County, KS",0
20145,KS,"Pawnee County, KS",0
20147,KS,"Phillips County, KS",0
20149,KS,"Pottawatomie County, KS",0
20151,KS,"Pratt County, KS",0
20153,KS,"Rawlins County, KS",0
20155,KS,"Reno County, KS",0
20157,KS,"Republic County, KS",0
20159,KS,"Rice County, KS",0
20161,KS,"Riley County, KS",0
20163,KS,"Rooks County, KS",0
20165,KS,"Rush County, KS",0
20167,KS,"Russell County, KS",0
20169,KS,"Saline County, KS",0
20171,KS,"Scott County, KS",0
20173,KS,"Sedgwick County, KS",0
20175,KS,"Seward County, KS",0
20177,KS,"Shawnee County, KS",0
20179,KS,"Sheridan County, KS",0
20181,KS,"Sherman County, KS",0
20183,KS,"Smith County, KS",0
20185,KS,"Stafford County, KS",0
20187,KS,"Stanton County, KS",0
20189,KS,"Stevens County, KS",0
20191,KS,"Sumner County, KS",0
20193,KS,"Thomas County, KS",0
20195,KS,"Trego County, KS",0
20197,KS,"Wabaunsee County, KS",0
20199,KS,"Wallace County, KS",0
20201,KS,"Washington County, KS",0
20203,KS,"Wichita County, KS",0
20205,KS,"Wilson County, KS",0
20207,KS,"Woodson County, KS",0
20209,KS,"Wyandotte County, KS",0
21000,KY,Kentucky,0
21001,KY,"Adair County, KY",0
21003,KY,"Allen County, KY",0
21005,KY,"Anderson County, KY",0
21007,KY,"Ballard County, KY",0
21009,KY,"Barren County, KY",0
21011,KY,"Bath County, KY",0
21013,KY,"Bell County, KY",0
21015,KY,"Boone County, KY",0
21017,KY,"Bourbon County, KY",0
21019,KY,"Boyd County, KY",0
21021,KY,"Boyle County, KY",0
21023,KY,"Bracken County, KY",0
21025,KY,"Breathitt County, KY",0
21027,KY,"Breckinridge County, KY",0
21029,KY,"Bullitt County, KY",0
21031,KY,"Butler County, KY",0
21033,KY,"Caldwell County, KY",0
21035,KY,"Calloway County, KY",0
21037,KY,"Campbell County, KY",0
21039,KY,"Carlisle County, KY",0
21041,KY,"Carroll County, KY",0
21043,KY,"Carter County, KY",0
21045,KY,"Casey County, KY",0
21047,KY,"Christian County, KY",0
21049,KY,"Clark County, KY",0
21051,KY,"Clay County, KY",0
21053,KY,"Clinton County, KY",0
21055,KY,"Crittenden County, KY",0
21057,KY,"Cumberland County, KY",0
21059,KY,"Daviess County, KY",0
21061,KY,"Edmonson County, KY",0
21063,KY,"Elliott County, KY",0
21065,KY,"Estill County, KY",0
21067,KY,"Fayette County, KY",0
21069,KY,"Fleming County, KY",0
21071,KY,"Floyd County, KY",0
21073,KY,"Franklin County, KY",0
21075,KY,"Fulton County, KY",0
21077,KY,"Gallatin County, KY",0
21079,KY,"Garrard County, KY",0
21081,KY,"Grant County, KY",0
21083,KY,"Graves County, KY",0
21085,KY,"Grayson County, KY",0
21087,KY,"Green County, KY",0
21089,KY,"Greenup County, KY",0
21091,KY,"Hancock County, KY",0
21093,KY,"Hardin County, KY",0
21095,KY,"Harlan County, KY",0
21097,KY,"Harrison County, KY",0
21099,KY,"Hart County, KY",0
21101,KY,"Henderson County, KY",0
21103,KY,"Henry County, KY",0
21105,KY,"Hickman County, KY",0
21107,KY,"Hopkins County, KY",0
21109,KY,"Jackson County, KY",0
21111,KY,"Jefferson County, KY",0
21113,KY,"Jessamine County, KY",0
21115,KY,"Johnson County, KY",0
21117,KY,"Kenton County, KY",0
21119,KY,"Knott County, KY",0
21121,KY,"Knox County, KY",0
21123,KY,"Larue County, KY",0
21125,KY,"Laurel County, KY",0
21127,KY,"Lawrence County, KY",0
21129,KY,"Lee County, KY",0
21131,KY,"Leslie County, KY",0
21133,KY,"Letcher County, KY",0
21135,KY,"Lewis County, KY",0
21137,KY,"Lincoln County, KY",0
21139,KY,"Livingston County, KY",0
21141,KY,"Logan County, KY",0
21143,KY,"Lyon County, KY",0
21145,KY,"McCracken County, KY",0
21147,KY,"McCreary County, KY",0
21149,KY,"McLean County, KY",0
21151,KY,"Madison County, KY",0
21153,KY,"Magoffin County, KY",0
21155,KY,"Marion County, KY",0
21157,KY,"Marshall County, KY",0
21159,KY,"Martin County, KY",0
21161,KY,"Mason County, KY",0
21163,KY,"Meade County, KY",0
21165,KY,"Menifee County, KY",0
21167,KY,"Mercer County, KY",0
21169,KY,"Metcalfe County, KY",0
21171,KY,"Monroe County, KY",0
21173,KY,"Montgomery County, KY",0
21175,KY,"Morgan County, KY",0
21177,KY,"Muhlenberg County, KY",0
21179,KY,"Nelson County, KY",0
21181,KY,"Nicholas County, KY",0
21183,KY,"Ohio County, KY",0
21185,KY,"Oldham County, KY",0
21187,KY,"Owen County, KY",0
21189,KY,"Owsley County, KY",0
21191,KY,"Pendleton County, KY",0
21193,KY,"Perry County, KY",0
21195,KY,"Pike County, KY",0
21197,KY,"Powell County, KY",0
21199,KY,"Pulaski County, KY",0
21201,KY,"Robertson County, KY",0
21203,KY,"Rockcastle County, KY",0
21205,KY,"Rowan County, KY",0
21207,KY,"Russell County, KY",0
21209,KY,"Scott County, KY",0
21211,KY,"Shelby County, KY",0
21213,KY,"Simpson County, KY",0
21215,KY,"Spencer County, KY",0
21217,KY,"Taylor County, KY",0
21219,KY,"Todd County, KY",0
21221,KY,"Trigg County, KY",0
21223,KY,"Trimble County, KY",0
21225,KY,"Union County, KY",0
21227,KY,"Warren County, KY",0
21229,KY,"Washington County, KY",0
21231,KY,"Wayne County, KY",0
21233,KY,"Webster County, KY",0
21235,KY,"Whitley County, KY",0
21237,KY,"Wolfe County, KY",0
21239,KY,"Woodford County, KY",0
22000,LA,Louisiana,0
22001,LA,"Acadia Parish, LA",0
22003,LA,"Allen Parish, LA",0
22005,LA,"Ascension Parish, LA",0
22007,LA,"Assumption Parish, LA",0
22009,LA,"Avoyelles Parish, LA",0
22011,LA,"Beauregard Parish, LA",0
22013,LA,"Bienville Parish, LA",0
22015,LA,"Bossier Parish, LA",0
22017,LA,"Caddo Parish, LA",0
22019,LA,"Calcasieu Parish, LA",0
22021,LA,"Caldwell Parish, LA",0
22023,LA,"Cameron Parish, LA",0
22025,LA,"Catahoula Parish, LA",0
22027,LA,"Claiborne Parish, LA",0
22029,LA,"Concordia Parish, LA",0
22031,LA,"De Soto Parish, LA",0
22033,LA,"East Baton Rouge Parish, LA",0
22035,LA,"East Carroll Parish, LA",0
22037,LA,"East Feliciana Parish, LA",0
22039,LA,"Evangeline Parish, LA",0
22041,LA,"Franklin Parish, LA",0
22043,LA,"Grant Parish, LA",0
22045,LA,"Iberia Parish, LA",0
22047,LA,"Iberville Parish, LA",0
22049,LA,"Jackson Parish, LA",0
22051,LA,"Jefferson Parish, LA",0
22053,LA,"Jefferson Davis Parish, LA",0
22055,LA,"Lafayette Parish, LA",0
22057,LA,"Lafourche Parish, LA",0
22059,LA,"LaSalle Parish, LA",0
22061,LA,"Lincoln Parish, LA",0
22063,LA,"Livingston Parish, LA",0
22065,LA,"Madison Parish, LA",0
22067,LA,"Morehouse Parish, LA",0
22069,LA,"Natchitoches Parish, LA",0
22071,LA,"Orleans Parish, LA",0
22073,LA,"Ouachita Parish, LA",0
22075,LA,"Plaquemines Parish, LA",0
22077,LA,"Pointe Coupee Parish, LA",0
22079,LA,"Rapides Parish, LA",0
22081,LA,"Red River Parish, LA",0
22083,LA,"Richland Parish, LA",0
22085,LA,"Sabine Parish, LA",0
22087,LA,"St. Bernard Parish, LA",0
22089,LA,"St. Charles Parish, LA",0
22091,LA,"St. Helena Parish, LA",0
22093,LA,"St. James Parish, LA",0
22095,LA,"St. John the Baptist Parish, LA",0
22097,LA,"St. Landry Parish, LA",0
22099,LA,"St. Martin Parish, LA",0
22101,LA,"St. Mary Parish, LA",0
22103,LA,"St. Tammany Parish, LA",0
22105,LA,"Tangipahoa Parish, LA",0
22107,LA,"Tensas Parish, LA",0
22109,LA,"Terrebonne Parish, LA",0
22111,LA,"Union Parish, LA",0
22113,LA,"Vermilion Parish, LA",0
22115,LA,"Vernon Parish, LA",0
22117,LA,"Washington Parish, LA",0
22119,LA,"Webster Parish, LA",0
22121,LA,"West Baton Rouge Parish, LA",0
22123,LA,"West Carroll Parish, LA",0
22125,LA,"West Feliciana Parish, LA",0
22127,LA,"Winn Parish, LA",0
23000,ME,Maine,0
23001,ME,"Androscoggin County, ME",0
23003,ME,"Aroostook County, ME",0
23005,ME,"Cumberland County, ME",0
23007,ME,"Franklin County, ME",0
23009,ME,"Hancock County, ME",0
23011,ME,"Kennebec County, ME",0
23013,ME,"Knox County, ME",0
23015,ME,"Lincoln County, ME",0
23017,ME,"Oxford County, ME",0
23019,ME,"Penobscot County, ME",0
23021,ME,"Piscataquis County, ME",0
23023,ME,"Sagadahoc County, ME",0
23025,ME,"Somerset County, ME",0
23027,ME,"Waldo County, ME",0
23029,ME,"Washington County, ME",0
23031,ME,"York County, ME",0
24000,MD,Maryland,0
24001,MD,"Allegany County, MD",0
24003,MD,"Anne Arundel County, MD",0
24005,MD,"Baltimore County, MD",0
24009,MD,"Calvert County, MD",0
24011,MD,"Caroline County, MD",0
24013,MD,"Carroll County, MD",0
24015,MD,"Cecil County, MD",0
24017,MD,"Charles County, MD",0
24019,MD,"Dorchester County, MD",0
24021,MD,"Frederick County, MD",0
24023,MD,"Garrett County, MD",0
24025,MD,"Harford County, MD",0
24027,MD,"Howard County, MD",0
24029,MD,"Kent County, MD",0
24031,MD,"Montgomery County, MD",0
24033,MD,"Prince George's County, MD",0
24035,MD,"Queen Anne's County, MD",0
24037,MD,"St. Mary's County, MD",0
24039,MD,"Somerset County, MD",0
24041,MD,"Talbot County, MD",0
24043,MD,"Washington County, MD",0
24045,MD,"Wicomico County, MD",0
24047,MD,"Worcester County, MD",0
24510,MD,"Baltimore city, MD",0
25000,MA,Massachusetts,0
25001,MA,"Barnstable County, MA",0
25003,MA,"Berkshire County, MA",0
25005,MA,"Bristol County, MA",0
25007,MA,"Dukes County, MA",0
25009,MA,"Essex County, MA",0
25011,MA,"Franklin County, MA",0
25013,MA,"Hampden County, MA",0
25015,MA,"Hampshire County, MA",0
25017,MA,"Middlesex County, MA",0
25019,MA,"Nantucket County/town, MA",0
25021,MA,"Norfolk County, MA",0
25023,MA,"Plymouth County, MA",0
25025,MA,"Suffolk County, MA",0
25027,MA,"Worcester County, MA",0
26000,MI,Michigan,0
26001,MI,"Alcona County, MI",0
26003,MI,"Alger County, MI",0
26005,MI,"Allegan County, MI",0
26007,MI,"Alpena County, MI",0
26009,MI,"Antrim County, MI",0
26011,MI,"Arenac County, MI",0
26013,MI,"Baraga County, MI",0
26015,MI,"Barry County, MI",0
26017,MI,"Bay County, MI",0
26019,MI,"Benzie County, MI",0
26021,MI,"Berrien County, MI",0
26023,MI,"Branch County, MI",0
26025,MI,"Calhoun County, MI",0
26027,MI,"Cass County, MI",0
26029,MI,"Charlevoix County, MI",0
26031,MI,"Cheboygan County, MI",0
26033,MI,"Chippewa County, MI",0
26035,MI,"Clare County, MI",0
26037,MI,"Clinton County, MI",0
26039,MI,"Crawford County, MI",0
26041,MI,"Delta County, MI",0
26043,MI,"Dickinson County, MI",0
26045,MI,"Eaton County, MI",0
26047,MI,"Emmet County, MI",0
26049,MI,"Genesee County, MI",0
26051,MI,"Gladwin County, MI",0
26053,MI,"Gogebic County, MI",0
26055,MI,"Grand Traverse County, MI",0
26057,MI,"Gratiot County, MI",0
26059,MI,"Hillsdale County, MI",0
26061,MI,"Houghton County, MI",0
26063,MI,"Huron County, MI",0
26065,MI,"Ingham County, MI",0
26067,MI,"Ionia County, MI",0
26069,MI,"Iosco County, MI",0
26071,MI,"Iron County, MI",0
26073,MI,"Isabella County, MI",0
26075,MI,"Jackson County, MI",0
26077,MI,"Kalamazoo County, MI",0
26079,MI,"Kalkaska County, MI",0
26081,MI,"Kent County, MI",0
26083,MI,"Keweenaw County, MI",0
26085,MI,"Lake County, MI",0
26087,MI,"Lapeer County, MI",0
26089,MI,"Leelanau County, MI",0
26091,MI,"Lenawee County, MI",0
26093,MI,"Livingston County, MI",0
26095,MI,"Luce County, MI",0
26097,MI,"Mackinac County, MI",0
26099,MI,"Macomb County, MI",0
26101,MI,"Manistee County, MI",0
26103,MI,"Marquette County, MI",0
26105,MI,"Mason County, MI",0
26107,MI,"Mecosta County, MI",0
26109,MI,"Menominee County, MI",0
26111,MI,"Midland County, MI",0
26113,MI,"Missaukee County, MI",0
26115,MI,"Monroe County, MI",0
26117,MI,"Montcalm County, MI",0
26119,MI,"Montmorency County, MI",0
26121,MI,"Muskegon County, MI",0
26123,MI,"Newaygo County, MI",0
26125,MI,"Oakland County, MI",0
26127,MI,"Oceana County, MI",0
26129,MI,"Ogemaw County, MI",0
26131,MI,"Ontonagon County, MI",0
26133,MI,"Osceola County, MI",0
26135,MI,"Oscoda County, MI",0
26137,MI,"Otsego County, MI",0
26139,MI,"Ottawa County, MI",0
26141,MI,"Presque Isle County, MI",0
26143,MI,"Roscommon County, MI",0
26145,MI,"Saginaw County, MI",0
26147,MI,"St. Clair County, MI",0
26149,MI,"St. Joseph County, MI",0
26151,MI,"Sanilac County, MI",0
26153,MI,"Schoolcraft County, MI",0
26155,MI,"Shiawassee County, MI",0
26157,MI,"Tuscola County, MI",0
26159,MI,"Van Buren County, MI",0
26161,MI,"Washtenaw County, MI",0
26163,MI,"Wayne County, MI",0
26165,MI,"Wexford County, MI",0
27000,MN,Minnesota,0
27001,MN,"Aitkin County, MN",0
27003,MN,"Anoka County, MN",0
27005,MN,"Becker County, MN",0
27007,MN,"Beltrami County, MN",0
27009,MN,"Benton County, MN",0
27011,MN,"Big Stone County, MN",0
27013,MN,"Blue Earth County, MN",0
27015,MN,"Brown County, MN",0
27017,MN,"Carlton County, MN",0
27019,MN,"Carver County, MN",0
27021,MN,"Cass County, MN",0
27023,MN,"Chippewa County, MN",0
27025,MN,"Chisago County, MN",0
27027,MN,"Clay County, MN",0
27029,MN,"Clearwater County, MN",0
27031,MN,"Cook County, MN",0
27033,MN,"Cottonwood County, MN",0
27035,MN,"Crow Wing County, MN",0
27037,MN,"Dakota County, MN",0
27039,MN,"Dodge County, MN",0
27041,MN,"Douglas County, MN",0
27043,MN,"Faribault County, MN",0
27045,MN,"Fillmore County, MN",0
27047,MN,"Freeborn County, MN",0
27049,MN,"Goodhue County, MN",0
27051,MN,"Grant County, MN",0
27053,MN,"Hennepin County, MN",0
27055,MN,"Houston County, MN",0
27057,MN,"Hubbard County, MN",0
27059,MN,"Isanti County, MN",0
27061,MN,"Itasca County, MN",0
27063,MN,"Jackson County, MN",0
27065,MN,"Kanabec County, MN",0
27067,MN,"Kandiyohi County, MN",0
27069,MN,"Kittson County, MN",0
27071,MN,"Koochiching County, MN",0
27073,MN,"Lac qui Parle County, MN",0
27075,MN,"Lake County, MN",0
27077,MN,"Lake of the Woods County, MN",0
27079,MN,"Le Sueur County, MN",0
27081,MN,"Lincoln County, MN",0
27083,MN,"Lyon County, MN",0
27085,MN,"McLeod County, MN",0
27087,MN,"Mahnomen County, MN",0
27089,MN,"Marshall County, MN",0
27091,MN,"Martin County, MN",0
27093,MN,"Meeker County, MN",0
27095,MN,"Mille Lacs County, MN",0
27097,MN,"Morrison County, MN",0
27099,MN,"Mower County, MN",0
27101,MN,"Murray County, MN",0
27103,MN,"Nicollet County, MN",0
27105,MN,"Nobles County, MN",0
27107,MN,"Norman County, MN",0
27109,MN,"Olmsted County, MN",0
27111,MN,"Otter Tail County, MN",0
27113,MN,"Pennington County, MN",0
27115,MN,"Pine County, MN",0
27117,MN,"Pipestone County, MN",0
27119,MN,"Polk County, MN",0
27121,MN,"Pope County, MN",0
27123,MN,"Ramsey County, MN",0
27125,MN,"Red Lake County, MN",0
27127,MN,"Redwood County, MN",0
27129,MN,"Renville County, MN",0
27131,MN,"Rice County, MN",0
27133,MN,"Rock County, MN",0
27135,MN,"Roseau County, MN",0
27137,MN,"St. Louis County, MN",0
27139,MN,"Scott County, MN",0
27141,MN,"Sherburne County, MN",0
27143,MN,"Sibley County, MN",0
27145,MN,"Stearns County, MN",0
27147,MN,"Steele County, MN",0
27149,MN,"Stevens County, MN",0
27151,MN,"Swift County, MN",0
27153,MN,"Todd County, MN",0
27155,MN,"Traverse County, MN",0
27157,MN,"Wabasha County, MN",0
27159,MN,"Wadena County, MN",0
27161,MN,"Waseca County, MN",0
27163,MN,"Washington County, MN",0
27165,MN,"Watonwan County, MN",0
27167,MN,"Wilkin County, MN",0
27169,MN,"Winona County, MN",0
27171,MN,"Wright County, MN",0
27173,MN,"Yellow Medicine County, MN",0
28000,MS,Mississippi,0
28001,MS,"Adams County, MS",0
28003,MS,"Alcorn County, MS",0
28005,MS,"Amite County, MS",0
28007,MS,"Attala County, MS",0
28009,MS,"Benton County, MS",0
28011,MS,"Bolivar County, MS",0
28013,MS,"Calhoun County, MS",0
28015,MS,"Carroll County, MS",0
28017,MS,"Chickasaw County, MS",0
28019,MS,"Choctaw County, MS",0
28021,MS,"Claiborne County, MS",0
28023,MS,"Clarke County, MS",0
28025,MS,"Clay County, MS",0
28027,MS,"Coahoma County, MS",0
28029,MS,"Copiah County, MS",0
28031,MS,"Covington County, MS",0
28033,MS,"DeSoto County, MS",0
28035,MS,"Forrest County, MS",0
28037,MS,"Franklin County, MS",0
28039,MS,"George County, MS",0
28041,MS,"Greene County, MS",0
28043,MS,"Grenada County, MS",0
28045,MS,"Hancock County, MS",0
28047,MS,"Harrison County, MS",0
28049,MS,"Hinds County, MS",0
28051,MS,"Holmes County, MS",0
28053,MS,"Humphreys County, MS",0
28055,MS,"Issaquena County, MS",0
28057,MS,"Itawamba County, MS",0
28059,MS,"Jackson County, MS",0
28061,MS,"Jasper County, MS",0
28063,MS,"Jefferson County, MS",0
28065,MS,"Jefferson Davis County, MS",0
28067,MS,"Jones County, MS",0
28069,MS,"Kemper County, MS",0
28071,MS,"Lafayette County, MS",0
28073,MS,"Lamar County, MS",0
28075,MS,"Lauderdale County, MS",0
28077,MS,"Lawrence County, MS",0
28079,MS,"Leake County, MS",0
28081,MS,"Lee County, MS",0
28083,MS,"Leflore County, MS",0
28085,MS,"Lincoln County, MS",0
28087,MS,"Lowndes County, MS",0
28089,MS,"Madison County, MS",0
28091,MS,"Marion County, MS",0
28093,MS,"Marshall County, MS",0
28095,MS,"Monroe County, MS",0
28097,MS,"Montgomery County, MS",0
28099,MS,"Neshoba County, MS",0
28101,MS,"Newton County, MS",0
28103,MS,"Noxubee County, MS",0
28105,MS,"Oktibbeha County, MS",0
28107,MS,"Panola County, MS",0
28109,MS,"Pearl River County, MS",0
28111,MS,"Perry County, MS",0
28113,MS,"Pike County, MS",0
28115,MS,"Pontotoc County, MS",0
28117,MS,"Prentiss County, MS",0
28119,MS,"Quitman County, MS",0
28121,MS,"Rankin County, MS",0
28123,MS,"Scott County, MS",0
28125,MS,"Sharkey County, MS",0
28127,MS,"Simpson County, MS",0
28129,MS,"Smith County, MS",0
28131,MS,"Stone County, MS",0
28133,MS,"Sunflower County, MS",0
28135,MS,"Tallahatchie County, MS",0
28137,MS,"Tate County, MS",0
28139,MS,"Tippah County, MS",0
28141,MS,"Tishomingo County, MS",0
28143,MS,"Tunica County, MS",0
28145,MS,"Union County, MS",0
28147,MS,"Walthall County, MS",0
28149,MS,"Warren County, MS",0
28151,MS,"Washington County, MS",0
28153,MS,"Wayne County, MS",0
28155,MS,"Webster County, MS",0
28157,MS,"Wilkinson County, MS",0
28159,MS,"Winston County, MS",0
28161,MS,"Yalobusha County, MS",0
28163,MS,"Yazoo County, MS",0
29000,MO,Missouri,0
29001,MO,"Adair County, MO",0
29003,MO,"Andrew County, MO",0
29005,MO,"Atchison County, MO",0
29007,MO,"Audrain County, MO",0
29009,MO,"Barry County, MO",0
